"Aircraft..Type" "Effect..Impact.to.flight" "FlightDate" "Record.ID" "Aircraft..Airline.Operator" "Feet.above.ground" "origin"
NULL NULL 2003-06-01 228158 345 NULL 2
NULL NULL 2003-06-01 229946 345 NULL 83
2 4 2003-06-02 221395 271 "100" 117
2 4 2003-06-02 216901 142 "0" 76
2 NULL 2003-06-02 219657 59 "0" 3
2 4 2003-06-02 220268 2 "4,000" 198
2 4 2003-06-02 218101 139 "2,000" 10
NULL NULL 2003-06-02 221599 345 NULL 33
2 NULL 2003-06-02 223775 249 NULL 2
2 4 2003-06-02 215826 119 "0" 208
2 4 2003-06-02 222174 139 "2,000" 8
2 4 2003-06-02 217469 316 "300" 18
NULL 4 2003-06-02 7567 241 NULL 32
2 4 2003-06-02 221984 90 "0" 111
2 2 2003-06-02 6884 241 "0" 254
2 NULL 2003-06-02 222771 343 NULL 2
2 NULL 2003-06-02 224317 343 NULL 2
2 4 2003-06-02 6892 241 "10" 561
2 4 2003-06-03 215689 233 "0" 180
2 4 2003-06-03 218034 90 "50" 247
2 4 2003-06-03 219531 349 "400" 56
4 2 2003-06-03 269964 350 "0" 821
2 4 2003-06-03 220006 316 "3,000" 10
2 NULL 2003-06-03 220368 316 NULL 59
2 6 2003-06-03 219939 90 NULL 263
NULL NULL 2003-06-03 219532 345 NULL 109
2 4 2003-06-03 224898 249 "3,000" 142
2 5 2003-06-03 225684 90 "0" 755
2 4 2003-06-03 220355 186 "300" 3
2 4 2003-06-03 220005 257 "0" 57
2 4 2003-06-03 220293 90 "1,100" 14
2 6 2003-06-03 7269 241 "40" 436
2 4 2003-06-03 218091 139 "0" 57
2 4 2003-06-03 5888 241 "1,000" 37
2 4 2003-06-03 5891 241 NULL 175
NULL 4 2003-06-03 5892 241 "500" 137
2 6 2003-06-03 5935 241 "0" 332
2 4 2003-06-03 223788 201 "20" 127
2 4 2003-06-03 221713 2 "1,000" 198
2 4 2003-06-03 222474 233 "0" 131
NULL NULL 2003-06-03 220057 345 NULL 3
2 NULL 2003-06-03 222886 343 "0" 3
2 NULL 2003-06-03 220369 343 NULL 62
2 NULL 2003-06-03 215621 343 NULL 2
2 4 2003-06-04 216338 317 "0" 187
2 4 2003-06-04 221651 349 "0" 50
2 4 2003-06-04 219237 349 "0" 26
2 4 2003-06-04 221548 139 "0" 26
2 4 2003-06-04 223036 349 "75" 132
2 4 2003-06-04 220357 317 "20" 187
2 4 2003-06-04 222124 59 "0" 513
2 5 2003-06-04 222813 34 "0" 784
2 4 2003-06-04 217444 69 "300" 287
2 4 2003-06-04 223417 43 "10" 208
2 4 2003-06-04 222123 232 "250" 241
2 4 2003-06-04 220535 343 "0" 9
2 4 2003-06-04 221045 345 "0" 241
2 4 2003-06-04 220521 126 "0" 187
NULL NULL 2003-06-04 216191 345 NULL 20
NULL NULL 2003-06-04 219925 345 NULL 81
2 4 2003-06-04 221032 139 "80" 26
NULL NULL 2003-06-04 216546 345 NULL 251
2 6 2003-06-04 220710 90 "0" 427
NULL 6 2003-06-04 7670 241 "100" 32
NULL NULL 2003-06-04 214758 345 NULL 20
2 4 2003-06-04 220245 165 "100" 42
2 4 2003-06-04 218234 2 "300" 198
2 4 2003-06-04 4443 241 "2,000" 287
2 NULL 2003-06-04 221034 343 "0" 3
2 NULL 2003-06-04 216343 343 NULL 2
2 NULL 2003-06-04 217193 343 NULL 52
NULL NULL 2003-06-04 8044 241 NULL 73
2 4 2003-06-04 236259 222 "1,000" 33
2 4 2003-06-05 218398 162 "100" 15
2 4 2003-06-05 218819 70 "350" 857
2 4 2003-06-05 218239 162 "10" 116
2 4 2003-06-05 221796 316 "12,000" 19
2 NULL 2003-06-05 220364 257 NULL 33
2 4 2003-06-05 223021 139 "100" 59
2 4 2003-06-05 223113 90 "4,000" 56
2 NULL 2003-06-05 221361 159 NULL 2
NULL NULL 2003-06-05 216650 345 NULL 19
2 4 2003-06-05 222280 58 NULL 93
NULL NULL 2003-06-05 218013 345 NULL 263
NULL 6 2003-06-05 7673 241 "1,000" 32
2 4 2003-06-05 3507 241 "2,000" 59
2 4 2003-06-05 218583 165 "500" 57
2 4 2003-06-05 217482 2 "800" 198
2 2 2003-06-05 7830 241 "0" 187
2 2 2003-06-05 5096 241 "0" 187
2 6 2003-06-05 7475 241 "100" 169
2 NULL 2003-06-05 217346 343 "0" 3
2 NULL 2003-06-05 222600 343 NULL 196
2 NULL 2003-06-05 219401 58 NULL 93
NULL NULL 2003-06-05 220307 345 NULL 46
NULL NULL 2003-06-05 220078 345 NULL 143
2 4 2003-06-06 222837 59 "0" 29
2 NULL 2003-06-06 225415 249 NULL 2
2 4 2003-06-06 219067 139 "0" 38
2 4 2003-06-06 222339 68 "0" 373
2 4 2003-06-06 221448 316 "50" 59
2 4 2003-06-06 219666 60 "20" 890
2 4 2003-06-06 217231 165 "200" 57
2 6 2003-06-06 7447 241 "0" 175
2 NULL 2003-06-06 217942 343 NULL 2
2 NULL 2003-06-06 220212 343 NULL 2
2 NULL 2003-06-06 222456 343 NULL 2
2 NULL 2003-06-06 220308 58 NULL 2
2 6 2003-06-06 6299 241 "4" 305
2 4 2003-06-06 8138 241 NULL 79
2 4 2003-06-07 217271 349 "15" 81
2 4 2003-06-07 223099 349 "15" 81
2 2 2003-06-07 220230 278 "0" 240
2 NULL 2003-06-07 218616 126 "0" 56
2 6 2003-06-07 218722 60 NULL 179
2 NULL 2003-06-07 218700 257 NULL 183
NULL NULL 2003-06-07 215444 345 NULL 5
NULL NULL 2003-06-07 217419 345 NULL 5
NULL NULL 2003-06-07 216793 345 NULL 81
2 4 2003-06-07 223062 215 "0" 8
2 4 2003-06-07 215537 90 NULL 193
NULL NULL 2003-06-07 215289 345 NULL 67
NULL NULL 2003-06-07 218191 345 NULL 67
NULL NULL 2003-06-07 225842 345 NULL 93
2 4 2003-06-07 218418 90 "250" 161
2 4 2003-06-07 212032 165 "400" 440
NULL NULL 2003-06-07 215667 345 NULL 127
NULL NULL 2003-06-07 220214 345 NULL 127
2 NULL 2003-06-07 220572 343 NULL 185
2 NULL 2003-06-07 223325 343 NULL 185
2 NULL 2003-06-07 216408 343 NULL 66
2 NULL 2003-06-07 223259 343 NULL 66
2 4 2003-06-08 215618 60 "50" 167
2 4 2003-06-08 219699 300 "10" 241
2 4 2003-06-08 220312 232 "0" 174
2 4 2003-06-08 219952 349 "0" 81
2 4 2003-06-08 218689 139 NULL 2
2 NULL 2003-06-08 220247 311 NULL 38
NULL NULL 2003-06-08 222515 345 NULL 20
NULL NULL 2003-06-08 221790 345 NULL 5
2 NULL 2003-06-08 226722 58 NULL 2
2 4 2003-06-08 220992 278 "0" 101
2 4 2003-06-08 217439 31 "0" 127
2 4 2003-06-08 215074 139 "0" 25
NULL 4 2003-06-08 220246 311 "50" 38
NULL NULL 2003-06-08 222570 345 NULL 186
2 4 2003-06-08 215073 90 "0" 197
2 4 2003-06-08 4205 241 "300" 229
2 4 2003-06-08 215619 60 "0" 23
2 4 2003-06-08 219221 165 "900" 57
2 4 2003-06-08 220304 59 "0" 38
2 4 2003-06-08 217009 52 NULL 127
NULL 4 2003-06-08 6667 241 "0" 3
2 NULL 2003-06-08 227320 58 NULL 2
2 4 2003-06-08 7468 241 "0" 3
2 4 2003-06-09 217149 68 "1,000" 3
2 4 2003-06-09 220876 257 "0" 190
2 4 2003-06-09 218764 317 "0" 61
2 4 2003-06-09 224362 257 "0" 81
2 4 2003-06-09 223356 60 "0" 190
NULL NULL 2003-06-09 217413 345 NULL 33
NULL NULL 2003-06-09 218908 345 NULL 33
NULL NULL 2003-06-09 224101 345 NULL 33
NULL NULL 2003-06-09 224904 345 NULL 33
2 4 2003-06-09 218194 349 "1,000" 117
NULL NULL 2003-06-09 217524 345 NULL 30
2 NULL 2003-06-09 3509 241 NULL 32
2 4 2003-06-09 3508 241 "0" 36
2 4 2003-06-09 220148 139 "20" 280
2 4 2003-06-09 6216 241 NULL 229
NULL NULL 2003-06-09 217438 345 NULL 3
2 NULL 2003-06-09 217174 343 "0" 3
2 NULL 2003-06-09 221270 343 NULL 14
2 6 2003-06-09 8225 241 "1,800" 100
2 4 2003-06-10 219053 139 "100" 183
2 4 2003-06-10 218151 90 "2" 360
2 4 2003-06-10 221897 90 "0" 247
2 NULL 2003-06-10 222711 249 NULL 2
2 6 2003-06-10 221900 90 "10" 360
2 4 2003-06-10 221909 49 "0" 161
2 6 2003-06-10 219553 278 "1,500" 372
2 4 2003-06-10 223883 42 "0" 3
2 4 2003-06-10 217229 59 "0" 12
2 6 2003-06-10 6219 241 "200" 158
2 4 2003-06-10 222350 188 "300" 255
2 4 2003-06-10 218447 343 "0" 3
2 NULL 2003-06-10 218955 343 "0" 4
2 4 2003-06-10 215963 345 NULL 4
NULL NULL 2003-06-10 225444 345 NULL 46
NULL NULL 2003-06-10 213622 345 NULL 143
2 4 2003-06-11 222710 349 "50" 150
2 4 2003-06-11 220789 47 "0" 80
2 4 2003-06-11 218549 49 "5" 59
NULL NULL 2003-06-11 220249 345 NULL 35
2 4 2003-06-11 221595 59 "6,000" 14
NULL NULL 2003-06-11 214706 345 NULL 227
NULL NULL 2003-06-11 215988 345 NULL 20
2 4 2003-06-11 218309 165 "0" 150
2 4 2003-06-11 216827 165 "0" 358
2 5 2003-06-11 216869 343 "0" 18
2 NULL 2003-06-11 216870 343 NULL 2
2 NULL 2003-06-11 218137 58 NULL 2
NULL 4 2003-06-12 217535 60 "0" 141
2 NULL 2003-06-12 216685 207 "0" 45
2 4 2003-06-12 220216 59 "300" 38
2 4 2003-06-12 216023 47 "0" 81
2 2 2003-06-12 217359 271 "0" 229
2 2 2003-06-12 220320 316 "0" 125
2 4 2003-06-12 216917 53 "0" 241
2 2 2003-06-12 221797 83 "0" 10
2 4 2003-06-12 217956 139 "0" 11
2 NULL 2003-06-12 219624 58 "0" 93
2 NULL 2003-06-12 214224 59 "0" 8
2 NULL 2003-06-12 217534 59 "0" 8
2 4 2003-06-12 219793 34 "0" 349
2 4 2003-06-12 221820 207 "0" 150
NULL NULL 2003-06-12 217950 345 NULL 461
NULL NULL 2003-06-12 217783 345 NULL 72
NULL NULL 2003-06-12 6220 241 NULL 32
2 6 2003-06-12 7520 241 "600" 214
NULL NULL 2003-06-12 218005 345 NULL 20
2 4 2003-06-12 221515 165 "2,300" 42
2 4 2003-06-12 7469 241 "0" 946
2 NULL 2003-06-13 221827 47 "300" 18
2 4 2003-06-13 217398 70 "0" 329
2 NULL 2003-06-13 221581 316 "10" 305
NULL NULL 2003-06-13 220043 345 NULL 36
2 4 2003-06-13 217410 206 NULL 2
NULL NULL 2003-06-13 218571 345 NULL 104
2 5 2003-06-13 219113 47 "0" 249
2 6 2003-06-13 4445 241 "1,100" 229
2 4 2003-06-13 221597 2 "500" 198
NULL NULL 2003-06-13 218337 345 NULL 3
2 NULL 2003-06-13 223800 343 NULL 36
2 5 2003-06-13 223566 343 NULL 3
2 4 2003-06-13 7507 241 "500" 36
2 4 2003-06-13 220151 58 NULL 2
2 6 2003-06-13 6893 241 "2,100" 104
2 4 2003-06-14 223742 60 "0" 297
2 4 2003-06-14 219304 233 "90" 208
2 4 2003-06-14 269929 350 NULL 947
2 4 2003-06-14 218165 26 NULL 35
NULL NULL 2003-06-14 218394 345 NULL 5
NULL NULL 2003-06-14 221143 345 NULL 5
2 4 2003-06-14 220705 316 "125" 143
2 4 2003-06-14 219030 316 "6" 13
2 4 2003-06-14 221932 139 "600" 10
2 4 2003-06-14 219192 349 NULL 176
2 NULL 2003-06-14 217302 196 "0" 652
NULL NULL 2003-06-14 218158 345 NULL 20
2 6 2003-06-14 7832 241 "0" 59
2 4 2003-06-14 218968 165 "0" 201
2 4 2003-06-14 219988 165 "0" 201
4 6 2003-06-14 219083 268 "500" 798
2 4 2003-06-14 215982 2 "10" 45
2 NULL 2003-06-14 215863 343 "0" 357
2 NULL 2003-06-14 218578 58 NULL 2
2 NULL 2003-06-14 215962 58 NULL 2
NULL NULL 2003-06-14 217121 345 NULL 143
2 4 2003-06-15 216158 349 "0" 117
2 NULL 2003-06-15 217908 90 "30" 193
2 NULL 2003-06-15 218311 257 "3,200" 132
2 4 2003-06-15 220121 343 "0" 5
NULL NULL 2003-06-15 215119 345 NULL 67
NULL NULL 2003-06-15 215711 345 NULL 5
2 4 2003-06-15 215819 68 "0" 165
2 4 2003-06-15 219626 158 "0" 193
NULL NULL 2003-06-15 211803 345 NULL 329
NULL NULL 2003-06-15 211804 345 NULL 19
2 5 2003-06-15 7211 241 "7,000" 100
2 4 2003-06-15 216342 59 "5" 38
2 NULL 2003-06-15 217739 343 "300" 4
2 NULL 2003-06-15 214430 343 NULL 2
2 NULL 2003-06-15 216968 343 NULL 2
2 NULL 2003-06-15 218163 343 NULL 59
NULL NULL 2003-06-15 215946 345 NULL 46
2 4 2003-06-16 221041 316 "0" 108
2 6 2003-06-16 216357 90 "200" 249
2 4 2003-06-16 218617 311 "100" 84
2 4 2003-06-16 218506 316 "10" 183
2 NULL 2003-06-16 216701 349 "0" 56
2 4 2003-06-16 223812 90 "60" 24
2 NULL 2003-06-16 221475 257 NULL 2
2 4 2003-06-16 223100 316 "0" 10
2 4 2003-06-16 213718 60 "0" 948
2 4 2003-06-16 219755 192 "0" 127
2 4 2003-06-16 219611 278 "3,000" 171
2 4 2003-06-16 217860 60 "0" 25
NULL NULL 2003-06-16 219927 345 NULL 193
2 4 2003-06-16 211805 59 "75" 19
2 4 2003-06-16 220608 249 "10" 20
2 4 2003-06-16 219273 171 "2,000" 949
2 4 2003-06-16 7212 241 "5" 175
2 NULL 2003-06-16 6604 241 "0" 65
2 4 2003-06-16 6405 241 "0" 158
2 4 2003-06-16 225683 316 "0" 94
NULL NULL 2003-06-16 217567 345 NULL 20
2 NULL 2003-06-16 220219 58 NULL 2
2 4 2003-06-17 215977 59 "15" 38
2 4 2003-06-17 222699 59 "15" 38
2 NULL 2003-06-17 217093 257 "20" 33
2 NULL 2003-06-17 217508 257 "20" 33
2 5 2003-06-17 225303 90 NULL 442
NULL NULL 2003-06-17 216035 345 NULL 33
NULL NULL 2003-06-17 222349 345 NULL 33
NULL NULL 2003-06-17 210351 345 NULL 33
NULL NULL 2003-06-17 215976 345 NULL 33
NULL NULL 2003-06-17 214344 345 NULL 33
NULL NULL 2003-06-17 222348 345 NULL 33
2 6 2003-06-17 221254 311 NULL 10
2 4 2003-06-17 217507 139 NULL 10
2 4 2003-06-17 213333 70 "0" 62
2 4 2003-06-17 218464 70 "0" 62
2 4 2003-06-17 217225 90 "100" 52
NULL NULL 2003-06-17 221095 345 NULL 3
NULL NULL 2003-06-17 224492 345 NULL 3
2 3 2003-06-17 222581 349 "0" 29
2 6 2003-06-17 6603 241 "500" 145
2 4 2003-06-17 214820 59 "30" 19
2 4 2003-06-17 218069 59 "30" 19
2 4 2003-06-17 221409 192 "0" 2
2 NULL 2003-06-17 219147 343 NULL 3
2 NULL 2003-06-17 225971 343 NULL 3
2 4 2003-06-17 7839 241 "0" 160
2 4 2003-06-18 212909 90 "0" 950
2 4 2003-06-18 222594 59 "100" 18
2 4 2003-06-18 224361 345 "10" 38
2 4 2003-06-18 217068 316 "130" 62
2 6 2003-06-18 223659 278 "500" 154
2 4 2003-06-18 223578 139 "0" 10
NULL NULL 2003-06-18 218946 345 NULL 3
2 NULL 2003-06-18 218295 90 NULL 941
2 4 2003-06-18 224360 126 "400" 313
2 4 2003-06-18 223058 349 "0" 190
2 4 2003-06-18 219837 316 "30" 18
2 4 2003-06-18 216872 165 "3,000" 303
2 4 2003-06-18 223252 59 "1,500" 17
NULL 6 2003-06-18 4446 241 "0" 32
2 4 2003-06-18 219575 2 "0" 373
2 4 2003-06-18 223658 165 "0" 469
2 NULL 2003-06-18 223900 343 NULL 2
2 NULL 2003-06-18 223685 343 NULL 2
2 NULL 2003-06-19 220499 278 "2" 104
2 4 2003-06-19 217334 349 "0" 61
2 4 2003-06-19 215669 316 "0" 40
2 4 2003-06-19 221384 165 "0" 190
NULL NULL 2003-06-19 222196 345 NULL 5
2 4 2003-06-19 215668 316 "0" 10
2 6 2003-06-19 220937 90 "20" 360
2 6 2003-06-19 219613 90 "90" 929
2 4 2003-06-19 251910 59 NULL 2
2 4 2003-06-19 212997 58 "0" 59
2 4 2003-06-19 218412 233 "5" 529
2 4 2003-06-19 219719 2 NULL 2
2 6 2003-06-19 5499 241 "5" 169
2 4 2003-06-19 6002 241 NULL 169
NULL NULL 2003-06-19 6093 241 NULL 561
2 NULL 2003-06-19 222249 343 NULL 5
2 NULL 2003-06-19 221579 343 NULL 52
NULL NULL 2003-06-19 219027 345 NULL 219
2 NULL 2003-06-20 217965 23 "0" 4
2 4 2003-06-20 220925 90 "0" 673
2 4 2003-06-20 219265 232 "75" 26
2 NULL 2003-06-20 222525 249 NULL 2
2 NULL 2003-06-20 219266 257 NULL 2
2 NULL 2003-06-20 217817 60 "0" 242
2 NULL 2003-06-20 217298 311 "0" 104
2 4 2003-06-20 215563 343 "0" 94
2 6 2003-06-20 218045 257 NULL 358
2 NULL 2003-06-20 218027 59 "50" 38
2 4 2003-06-20 221366 345 "0" 12
2 4 2003-06-20 214893 317 "0" 187
NULL NULL 2003-06-20 218093 345 NULL 128
2 NULL 2003-06-20 217104 316 NULL 19
2 4 2003-06-20 4447 241 "20" 32
2 4 2003-06-20 5097 241 "1,200" 735
2 NULL 2003-06-20 222370 165 "0" 229
2 4 2003-06-20 219319 165 "0" 287
2 NULL 2003-06-20 218855 343 NULL 42
2 4 2003-06-21 217330 238 "0" 26
2 4 2003-06-21 218134 139 "50" 13
2 5 2003-06-21 219493 316 "20" 13
2 4 2003-06-21 223059 60 "0" 38
2 4 2003-06-21 219747 311 "500" 10
2 NULL 2003-06-21 222753 23 "0" 64
NULL NULL 2003-06-21 219814 345 NULL 104
NULL NULL 2003-06-21 217627 345 NULL 377
NULL NULL 2003-06-21 217628 345 NULL 16
2 4 2003-06-21 4448 241 "1,000" 124
2 2 2003-06-21 221221 70 "0" 38
2 4 2003-06-21 217243 90 "5" 190
2 4 2003-06-21 217056 165 "0" 540
2 NULL 2003-06-21 218131 343 "0" 369
2 NULL 2003-06-21 218923 343 "0" 36
2 4 2003-06-22 225544 345 "0" 35
2 4 2003-06-22 223302 90 "0" 77
2 NULL 2003-06-22 222311 196 "200" 59
2 NULL 2003-06-22 221842 249 NULL 2
2 4 2003-06-22 222384 271 "0" 249
2 6 2003-06-22 222197 70 "10" 329
2 6 2003-06-22 219790 59 "0" 38
2 4 2003-06-22 223418 311 "5" 174
NULL NULL 2003-06-22 221723 345 NULL 38
2 4 2003-06-22 220842 59 "0" 3
2 2 2003-06-22 220146 278 "0" 951
2 4 2003-06-22 222508 316 "0" 40
2 NULL 2003-06-22 214347 343 NULL 2
2 NULL 2003-06-22 218878 58 NULL 2
2 4 2003-06-23 219878 126 "50" 190
2 4 2003-06-23 222781 59 "0" 12
2 NULL 2003-06-23 220353 257 "0" 127
2 4 2003-06-23 225631 60 "800" 56
2 4 2003-06-23 222780 90 "0" 181
NULL NULL 2003-06-23 217981 345 NULL 72
2 4 2003-06-23 220083 349 "300" 64
2 4 2003-06-23 220352 90 "1,500" 278
2 4 2003-06-23 6876 241 "150" 643
2 4 2003-06-23 5298 241 "300" 59
2 4 2003-06-23 221895 165 "0" 122
2 4 2003-06-23 7618 241 NULL 78
NULL NULL 2003-06-23 220092 345 NULL 3
2 4 2003-06-23 223675 343 "0" 3
2 NULL 2003-06-24 220427 316 "800" 197
NULL NULL 2003-06-24 223761 345 NULL 64
2 4 2003-06-24 222001 139 NULL 10
2 6 2003-06-24 221882 316 "0" 2
2 NULL 2003-06-24 219317 316 "0" 36
2 4 2003-06-24 219766 59 "0" 36
2 4 2003-06-24 217355 105 "0" 10
2 2 2003-06-24 217559 278 "0" 952
2 2 2003-06-24 220329 70 "0" 38
2 4 2003-06-24 220768 278 "2,300" 428
2 4 2003-06-24 223179 139 NULL 10
2 4 2003-06-24 220557 192 "100" 58
2 4 2003-06-24 220147 49 "0" 65
NULL NULL 2003-06-24 220827 345 NULL 27
NULL NULL 2003-06-24 219908 345 NULL 377
NULL NULL 2003-06-24 217769 345 NULL 104
NULL NULL 2003-06-24 216667 345 NULL 377
NULL NULL 2003-06-24 219111 345 NULL 24
4 4 2003-06-24 218619 268 "700" 134
2 NULL 2003-06-24 218736 343 "0" 59
2 NULL 2003-06-24 218859 343 NULL 2
2 4 2003-06-24 7392 241 "30" 158
2 4 2003-06-25 219716 316 "500" 174
2 NULL 2003-06-25 216935 257 "0" 33
2 4 2003-06-25 223528 58 "0" 3
2 NULL 2003-06-25 213247 257 NULL 84
2 4 2003-06-25 224828 71 NULL 2
2 4 2003-06-25 219026 90 "10" 251
2 4 2003-06-25 219538 59 "0" 13
2 4 2003-06-25 221096 139 "1,000" 183
2 4 2003-06-25 218298 47 "0" 131
NULL NULL 2003-06-25 220639 345 NULL 109
NULL NULL 2003-06-25 216937 345 NULL 3
NULL NULL 2003-06-25 222651 345 NULL 3
NULL NULL 2003-06-25 215066 345 NULL 3
2 NULL 2003-06-25 223071 343 "0" 3
2 NULL 2003-06-25 213593 343 NULL 2
2 NULL 2003-06-25 219602 343 NULL 9
2 NULL 2003-06-25 3817 241 NULL 561
2 NULL 2003-06-25 220802 343 NULL 3
2 NULL 2003-06-25 218579 58 "6,000" 93
NULL NULL 2003-06-25 270132 345 NULL 56
2 NULL 2003-06-26 219835 23 "0" 52
2 4 2003-06-26 218119 171 "0" 513
2 4 2003-06-26 215014 90 "75" 878
2 4 2003-06-26 220569 316 "400" 197
2 4 2003-06-26 216943 206 "0" 346
2 4 2003-06-26 224765 60 "0" 377
2 4 2003-06-26 217919 345 "0" 687
NULL NULL 2003-06-26 220414 345 NULL 219
2 3 2003-06-26 221259 59 "0" 38
2 4 2003-06-26 5496 241 "1,500" 573
2 NULL 2003-06-26 5497 241 NULL 32
2 4 2003-06-26 221132 90 "4" 472
2 4 2003-06-26 221133 165 "200" 122
2 4 2003-06-26 218495 165 "0" 352
2 4 2003-06-26 5498 241 "850" 174
2 4 2003-06-26 4766 241 "900" 158
NULL NULL 2003-06-26 217549 345 NULL 3
2 NULL 2003-06-26 218572 347 NULL 64
2 NULL 2003-06-26 219331 343 "0" 3
2 NULL 2003-06-26 217227 343 "0" 33
2 4 2003-06-26 7204 241 "1,500" 119
NULL NULL 2003-06-26 216619 345 NULL 4
2 4 2003-06-27 219625 278 "40" 561
2 NULL 2003-06-27 216571 42 "0" 3
2 6 2003-06-27 220850 249 "0" 7
NULL NULL 2003-06-27 218980 345 NULL 35
NULL NULL 2003-06-27 226612 345 NULL 12
2 4 2003-06-27 226662 349 "20" 81
2 4 2003-06-27 219102 206 "1,800" 346
2 3 2003-06-27 227745 90 "0" 383
2 4 2003-06-27 220065 59 "0" 3
2 4 2003-06-27 221549 59 "100" 4
2 4 2003-06-27 223559 90 "0" 138
2 4 2003-06-27 221744 180 "0" 3
2 4 2003-06-27 219068 119 "0" 131
2 4 2003-06-27 222804 316 "0" 19
2 2 2003-06-27 227744 69 "0" 109
2 4 2003-06-27 221952 180 NULL 2
NULL NULL 2003-06-27 220718 345 NULL 81
NULL NULL 2003-06-27 220643 345 NULL 35
NULL NULL 2003-06-27 219940 345 NULL 19
NULL NULL 2003-06-27 219337 345 NULL 187
2 6 2003-06-27 4767 241 "1,000" 158
NULL NULL 2003-06-27 219333 345 NULL 3
2 NULL 2003-06-27 221903 343 "0" 4
2 NULL 2003-06-27 222805 343 "0" 3
2 NULL 2003-06-27 218204 343 NULL 2
NULL NULL 2003-06-27 221318 345 NULL 143
2 NULL 2003-06-28 214707 23 "0" 4
2 4 2003-06-28 220960 257 "0" 12
2 4 2003-06-28 215814 59 "0" 12
2 4 2003-06-28 217749 206 "800" 346
2 4 2003-06-28 218221 334 "2,500" 40
2 NULL 2003-06-28 228616 58 NULL 2
2 4 2003-06-28 214664 23 "50" 35
2 3 2003-06-28 221069 90 "10" 953
2 6 2003-06-28 222734 311 NULL 10
2 4 2003-06-28 219249 186 "1,000" 3
2 4 2003-06-28 219134 311 "0" 10
2 4 2003-06-28 222159 201 "0" 262
2 4 2003-06-28 222774 139 "0" 109
NULL NULL 2003-06-28 218952 345 NULL 67
NULL NULL 2003-06-28 218483 345 NULL 93
2 4 2003-06-28 222585 257 "0" 377
2 4 2003-06-28 217267 192 "500" 35
NULL NULL 2003-06-28 220091 345 NULL 3
2 NULL 2003-06-28 219464 343 NULL 2
2 4 2003-06-29 219558 316 "200" 94
2 4 2003-06-29 216624 139 "0" 26
2 4 2003-06-29 214899 59 "200" 38
2 4 2003-06-29 212380 257 "0" 83
2 NULL 2003-06-29 215331 316 "0" 284
2 NULL 2003-06-29 231921 278 "0" 954
2 4 2003-06-29 225750 90 "2" 688
2 4 2003-06-29 216469 90 "0" 513
NULL NULL 2003-06-29 224829 345 NULL 65
2 2 2003-06-29 212562 257 "0" 42
2 NULL 2003-06-29 219545 343 "0" 3
2 NULL 2003-06-29 222865 343 "0" 3
2 NULL 2003-06-29 220846 343 NULL 2
2 NULL 2003-06-29 222866 343 NULL 289
NULL NULL 2003-06-29 8045 241 NULL 73
2 NULL 2003-06-30 220126 316 "500" 29
2 2 2003-06-30 218266 90 "0" 705
2 4 2003-06-30 219180 59 "0" 359
2 4 2003-06-30 220189 184 "1,500" 383
2 NULL 2003-06-30 219991 249 NULL 2
2 NULL 2003-06-30 217717 45 "0" 44
2 NULL 2003-06-30 219692 139 "0" 10
2 NULL 2003-06-30 218754 59 "0" 3
2 NULL 2003-06-30 213908 316 "0" 80
2 4 2003-06-30 217295 316 "0" 12
2 6 2003-06-30 216811 159 "50" 657
2 4 2003-06-30 220811 139 "0" 10
2 4 2003-06-30 221978 126 "100" 109
NULL NULL 2003-06-30 220781 345 NULL 104
NULL NULL 2003-06-30 216788 345 NULL 27
NULL 6 2003-06-30 7449 241 "200" 32
2 NULL 2003-06-30 218650 343 "500" 64
2 NULL 2003-06-30 219468 343 NULL 2
2 4 2003-06-30 218706 58 "0" 14
NULL NULL 2003-06-30 220782 345 NULL 46
2 4 2003-07-01 222035 90 "0" 878
2 4 2003-07-01 221641 70 "0" 100
2 NULL 2003-07-01 267250 90 "0" 955
2 4 2003-07-01 219984 192 "30" 678
2 4 2003-07-01 220021 60 "400" 4
2 6 2003-07-01 4768 241 "700" 254
2 2 2003-07-01 6984 241 "0" 187
NULL NULL 2003-07-01 7563 241 NULL 73
NULL NULL 2003-07-01 218456 345 NULL 138
2 NULL 2003-07-01 220873 343 NULL 2
2 NULL 2003-07-01 220223 343 NULL 2
2 NULL 2003-07-01 221275 345 "0" 143
NULL NULL 2003-07-01 270133 345 NULL 56
2 4 2003-07-02 220952 162 "0" 884
2 4 2003-07-02 217840 90 "200" 956
2 4 2003-07-02 220479 59 "0" 12
2 NULL 2003-07-02 226591 139 "0" 56
2 4 2003-07-02 216223 316 "0" 284
2 4 2003-07-02 219802 196 "0" 36
2 4 2003-07-02 223023 347 "0" 23
2 NULL 2003-07-02 220025 316 "50" 90
2 4 2003-07-02 218457 47 "100" 133
2 NULL 2003-07-02 218458 59 "1,500" 38
2 4 2003-07-02 216222 59 "0" 13
2 NULL 2003-07-02 221814 58 NULL 2
2 4 2003-07-02 220480 58 NULL 2
2 NULL 2003-07-02 221147 343 "0" 3
2 NULL 2003-07-02 221208 343 NULL 2
2 4 2003-07-02 6650 241 "300" 46
2 4 2003-07-02 236414 222 "300" 17
2 4 2003-07-03 217049 139 "0" 36
NULL NULL 2003-07-03 220579 345 NULL 3
2 4 2003-07-03 218313 180 "10" 138
2 4 2003-07-03 222122 349 "0" 81
2 4 2003-07-03 220896 59 "10" 40
